LIMIT_BAL,discrete(3)	SEX,discrete(3)	EDUCATION,discrete(3)	MARRIAGE,discrete(3)	AGE,discrete(3)	PAY_0,discrete(3)	PAY_2,discrete(3)	PAY_3,discrete(3)	PAY_4,discrete(3)	PAY_5,discrete(3)	PAY_6,discrete(3)	BILL_AMT1,discrete(3)	BILL_AMT2,discrete(3)	BILL_AMT3,discrete(3)	BILL_AMT4,discrete(3)	BILL_AMT5,discrete(3)	BILL_AMT6,discrete(3)	PAY_AMT1,discrete(3)	PAY_AMT2,discrete(3)	PAY_AMT3,discrete(3)	PAY_AMT4,discrete(3)	PAY_AMT5,discrete(3)	PAY_AMT6,discrete(3)	Default,discrete(3)
sample-23999	1	0	0	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	2
sample-24000	0	0	1	1	0	2	2	1	1	1	1	2	2	2	2	1	1	0	1	1	1	1	1	0
sample-24001	0	0	1	1	0	0	0	1	1	1	1	2	2	2	2	1	1	1	1	1	1	1	1	2
sample-24002	2	0	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	2	1	1	0	1	0
sample-24003	0	0	2	1	0	2	2	2	2	2	2	1	1	1	1	1	1	0	0	0	1	0	0	0
sample-24004	0	0	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
sample-24005	1	0	1	1	0	0	0	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	0
sample-24006	0	0	2	1	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	2	2	2	0
sample-24007	2	0	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	2	1	1	0	1	0
sample-24008	0	0	2	2	0	0	0	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	0
sample-24009	0	0	0	1	0	0	0	1	2	1	1	0	0	0	0	0	0	1	1	0	1	0	1	0
sample-24010	1	0	1	1	0	0	0	1	1	1	1	2	2	2	2	2	2	1	2	1	1	1	1	0
sample-24011	0	0	1	1	0	2	0	1	1	1	1	1	1	1	1	1	1	1	1	2	0	1	1	2
sample-24012	0	0	2	1	0	2	2	2	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	2
sample-24013	0	0	1	1	0	2	2	2	1	1	0	1	1	1	1	1	0	1	0	0	1	2	0	2
sample-24014	0	0	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	0	0
sample-24015	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sample-24016	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	2	2	2	0
sample-24017	0	0	1	1	0	0	0	0	0	1	1	0	0	1	0	1	1	0	2	0	2	1	2	0
sample-24018	1	0	0	1	0	0	0	1	1	1	1	2	2	2	2	2	1	1	1	1	1	0	2	0
sample-24019	1	0	1	1	0	0	0	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	0
sample-24020	2	0	0	1	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
sample-24021	0	0	0	1	0	0	0	2	2	2	1	2	2	2	1	1	1	2	0	2	0	1	1	0
sample-24022	0	0	1	1	0	2	2	1	1	0	0	2	2	2	2	0	0	0	1	2	0	0	0	0
sample-24023	2	0	0	1	0	0	0	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	0
sample-24024	1	0	1	1	0	2	0	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	0	2
sample-24025	0	0	1	0	0	2	2	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2
sample-24026	1	0	1	1	0	0	0	0	2	1	1	2	0	0	0	0	0	0	1	0	0	0	0	0
sample-24027	1	0	1	1	0	0	0	1	2	2	2	1	2	1	2	2	2	2	2	0	2	1	0	0
sample-24028	1	0	1	1	0	0	0	1	2	2	2	2	2	2	2	2	2	2	2	0	2	0	1	0
sample-24029	1	0	0	1	0	0	0	1	1	0	0	2	2	2	2	1	1	2	2	2	2	2	2	2
sample-24030	2	0	0	1	0	0	0	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	0
sample-24031	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	1	0	0
sample-24032	0	0	1	1	0	0	0	2	2	2	2	1	1	1	2	2	2	2	1	2	0	0	0	2
sample-24033	1	0	0	1	0	0	0	1	1	1	1	2	2	2	2	2	2	1	2	2	2	2	2	0
sample-24034	0	0	1	1	0	2	2	1	1	2	2	0	0	1	1	1	1	0	0	1	0	1	0	2
sample-24035	2	0	1	1	0	2	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sample-24036	1	0	1	1	0	0	0	1	1	1	0	2	2	1	1	1	1	1	1	1	1	2	1	0
sample-24037	2	0	0	1	0	0	0	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	0
sample-24038	0	0	2	1	0	2	2	2	2	2	2	2	2	2	2	2	2	0	2	1	0	1	1	2
sample-24039	0	0	0	1	0	2	2	1	1	1	1	2	2	2	1	0	1	0	1	1	1	2	1	2
sample-24040	0	0	0	1	0	0	0	1	1	1	1	0	1	1	1	1	1	2	1	1	1	1	1	0
sample-24041	0	0	2	1	0	2	2	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2
sample-24042	0	0	0	1	0	0	0	1	2	2	1	1	1	1	2	2	2	1	1	2	0	1	1	0
sample-24043	2	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	2	1	0	0	0
sample-24044	0	0	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	0
sample-24045	0	0	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
sample-24046	1	0	1	1	0	0	0	1	1	1	1	1	1	1	0	0	0	1	1	2	0	0	0	0
sample-24047	0	0	1	1	0	0	0	1	1	1	1	2	1	1	1	1	0	1	1	1	1	0	0	0
sample-24048	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	2	1	1	1	1	0	0
sample-24049	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0	1	1	0	0	1	0
sample-24050	2	0	2	0	0	0	0	0	0	0	0	2	0	0	1	0	0	1	2	2	1	1	1	0
sample-24051	1	0	2	0	0	0	0	1	1	1	0	2	2	2	0	0	2	1	0	1	1	2	2	0
sample-24052	1	0	2	1	0	0	0	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	0	0
sample-24053	1	0	2	1	0	0	0	1	1	1	1	2	2	2	1	1	2	1	1	2	2	1	1	0
sample-24054	2	0	1	1	0	0	0	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	0
sample-24055	1	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sample-24056	0	0	1	1	0	2	2	2	1	1	2	1	1	1	1	1	1	0	0	1	1	0	1	2
sample-24057	0	0	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
sample-24058	1	0	2	1	0	0	0	1	1	1	0	1	1	1	1	0	0	1	0	0	0	0	0	0
sample-24059	2	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	1	2	2	0
sample-24060	2	0	1	1	1	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	2	2	2	0
sample-24061	1	0	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	2	1	1	0	1	1	0
sample-24062	0	0	1	1	0	2	2	1	1	0	0	2	2	2	0	0	0	0	2	0	0	0	0	0
sample-24063	1	0	0	1	0	0	0	0	0	0	0	0	0	0	2	1	1	1	2	2	2	2	2	0
sample-24064	1	0	1	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	1	2	1	1	0
sample-24065	0	0	0	1	0	0	0	0	0	0	0	1	1	0	1	1	1	2	2	2	2	0	0	0
sample-24066	1	0	1	0	0	0	0	1	1	1	0	1	1	1	1	0	2	1	1	1	0	2	1	0
sample-24067	1	0	2	1	0	0	0	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	0
sample-24068	0	0	1	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
sample-24069	0	0	1	1	0	0	0	1	1	1	2	2	2	2	2	1	1	1	2	1	2	0	1	0
sample-24070	0	0	1	1	0	0	0	1	1	0	0	2	2	2	0	0	0	1	1	0	0	0	0	0
sample-24071	0	0	0	1	0	0	0	1	0	0	0	1	1	1	0	0	0	1	2	1	0	0	0	0
sample-24072	0	0	0	1	0	0	0	0	0	1	1	1	1	0	2	2	2	2	1	2	1	1	1	0
sample-24073	1	0	1	0	0	0	0	1	1	1	1	2	2	2	2	1	1	1	1	1	1	1	1	0
sample-24074	0	0	0	1	0	0	0	1	2	2	2	1	2	1	1	1	2	2	2	1	0	2	1	0
sample-24075	1	0	0	0	0	2	2	2	1	1	1	2	2	2	2	2	2	0	0	2	2	2	0	0
sample-24076	2	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	1	1	1	1	2	1	2	0
sample-24077	1	0	1	1	0	0	0	0	1	1	1	1	0	2	2	2	2	1	2	2	2	1	2	0
sample-24078	1	0	0	1	0	0	0	0	0	1	1	0	1	0	1	1	1	2	2	2	0	0	0	0
sample-24079	0	0	0	1	0	0	0	1	2	1	1	1	1	1	1	2	2	1	1	1	1	1	1	0
sample-24080	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sample-24081	0	0	0	1	0	2	0	0	1	1	1	0	0	1	1	1	1	0	2	1	0	2	2	0
sample-24082	0	0	1	1	0	2	2	2	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0
sample-24083	1	0	0	1	0	0	0	1	1	1	1	2	2	2	2	2	2	2	2	2	1	1	1	0
sample-24084	1	0	0	1	0	0	0	1	1	1	1	1	1	1	2	2	1	2	2	2	1	0	0	0
sample-24085	1	0	0	1	0	0	0	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	0
sample-24086	1	0	1	1	0	0	0	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	0
sample-24087	1	0	0	1	0	0	0	1	2	1	1	2	2	2	2	2	2	1	2	0	2	1	2	0
sample-24088	1	0	0	1	0	0	0	1	1	1	1	2	2	2	2	2	2	2	2	2	1	1	1	0
sample-24089	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	2	0
sample-24090	1	0	2	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	2	2	1	0	0	0
sample-24091	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	0
sample-24092	1	0	0	1	0	2	0	1	2	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0
sample-24093	2	0	1	1	0	2	0	1	0	1	1	2	2	0	2	2	2	2	1	2	2	2	2	2
sample-24094	1	0	2	1	0	0	0	0	0	0	1	0	0	0	1	2	1	0	1	2	2	0	1	0
sample-24095	2	0	1	1	0	0	0	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	0
sample-24096	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	1	0	0	1	0
sample-24097	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
sample-24098	2	0	1	1	0	0	0	1	1	1	1	2	2	1	2	2	2	2	2	2	2	2	2	0
sample-24099	0	0	0	1	0	0	0	1	1	1	1	2	2	2	2	2	2	2	2	2	1	1	1	0
sample-24100	0	0	1	1	0	0	0	1	2	1	1	1	1	1	1	1	1	1	1	0	1	0	1	2
sample-24101	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	0
sample-24102	0	0	1	0	0	2	2	1	1	1	2	1	1	1	1	1	1	0	1	1	1	0	1	2
sample-24103	2	0	0	1	0	0	0	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	0
sample-24104	2	0	1	0	0	0	0	1	1	1	1	0	0	1	1	1	1	2	2	2	2	1	2	0
sample-24105	0	0	1	1	0	0	0	1	1	1	1	0	0	0	1	1	1	0	0	1	0	1	1	0
sample-24106	0	0	1	1	0	0	0	1	1	2	1	1	1	1	1	1	1	1	1	1	0	0	0	0
sample-24107	1	0	1	1	0	0	0	1	1	1	1	2	2	2	2	2	2	1	1	2	1	1	2	0
sample-24108	0	0	1	1	0	2	2	2	1	1	1	1	2	2	1	1	1	2	0	1	1	1	1	0
sample-24109	1	0	0	1	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	1	0	1	2
sample-24110	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
sample-24111	2	0	1	1	0	0	0	1	1	1	1	1	1	2	2	2	2	1	2	1	2	1	2	0
sample-24112	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sample-24113	2	0	1	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	1	0	2	2	0	0
sample-24114	2	0	1	0	0	0	0	1	1	1	0	1	1	1	1	0	0	1	2	2	0	0	0	0
sample-24115	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sample-24116	2	0	2	1	0	0	0	1	0	0	0	0	2	2	0	0	1	2	0	2	1	2	0	0
sample-24117	2	0	0	1	0	0	0	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	0
sample-24118	2	0	0	1	0	0	0	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	0
sample-24119	2	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	2	2	2	1	0	1	0
sample-24120	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	2	2	2	0	0	0
sample-24121	0	0	0	1	0	0	0	0	0	1	1	1	0	0	1	1	1	0	0	2	1	1	1	0
sample-24122	1	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sample-24123	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sample-24124	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
sample-24125	0	0	2	0	0	0	0	1	1	0	0	1	1	1	0	0	0	1	2	0	1	0	0	0
sample-24126	0	0	1	1	0	2	2	1	1	1	1	2	2	2	2	2	2	0	1	1	1	2	0	2
sample-24127	2	0	1	0	0	0	0	1	0	1	1	2	2	2	2	2	2	2	2	2	2	2	2	0
sample-24128	1	0	1	1	0	0	0	1	1	1	1	2	2	2	2	2	2	1	2	2	1	1	1	0
sample-24129	1	0	1	1	0	0	0	1	1	1	1	2	2	1	1	1	1	1	1	1	0	0	0	0
sample-24130	1	0	0	1	0	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
sample-24131	0	0	0	1	0	0	0	1	1	1	1	2	2	2	2	2	2	2	1	2	1	1	1	0
sample-24132	0	0	1	1	0	2	2	2	2	2	2	1	1	1	2	2	2	0	2	1	0	2	1	2
sample-24133	1	0	0	1	0	0	0	1	1	1	1	2	2	2	2	2	2	2	2	1	1	1	1	0
sample-24134	2	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	1	2	0
sample-24135	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2
sample-24136	2	0	1	1	0	0	0	1	1	1	1	2	2	2	2	2	2	1	1	2	2	2	2	0
sample-24137	1	0	0	1	0	0	0	1	1	0	0	1	1	1	1	0	0	2	2	1	2	1	0	0
sample-24138	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0
sample-24139	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	2
sample-24140	0	0	1	1	0	0	0	2	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0
sample-24141	1	0	0	1	0	0	0	1	1	1	1	2	2	2	2	2	2	2	2	2	1	2	2	0
sample-24142	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	0	0
sample-24143	0	0	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0
sample-24144	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
sample-24145	2	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	2	2	1	1	0
sample-24146	2	0	0	1	0	0	0	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	0
sample-24147	0	0	1	1	0	0	0	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	0	2
sample-24148	0	0	2	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
sample-24149	0	0	1	1	0	0	0	1	0	0	0	0	1	1	1	1	1	2	2	1	1	1	1	0
sample-24150	0	0	0	1	0	0	0	1	1	1	1	0	1	1	1	1	1	2	1	1	1	1	0	0
sample-24151	0	0	0	1	0	0	0	1	1	1	1	1	2	2	2	1	1	1	1	1	1	0	1	0
sample-24152	2	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	0
sample-24153	2	0	0	1	0	0	0	2	2	1	1	1	1	1	2	2	2	2	1	0	1	1	2	0
sample-24154	1	0	1	1	0	2	2	2	2	1	1	2	2	2	2	2	2	2	1	0	1	1	1	2
sample-24155	1	0	1	1	0	2	2	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2
sample-24156	0	0	0	1	0	0	0	1	1	1	1	1	1	2	2	2	2	1	1	1	1	1	1	0
sample-24157	0	0	0	1	0	0	0	1	2	2	2	1	1	1	1	2	2	1	2	1	0	1	0	0
sample-24158	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0
sample-24159	2	0	1	1	0	2	0	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	0	0
sample-24160	2	0	0	1	0	0	0	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	0
sample-24161	2	0	0	1	0	0	0	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	0
sample-24162	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
sample-24163	2	0	1	0	0	0	0	1	1	1	1	1	1	1	1	1	1	0	0	1	2	0	1	0
sample-24164	1	0	1	1	0	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	0	2	2	2
sample-24165	0	0	1	0	0	2	2	2	2	2	2	1	1	1	1	1	1	0	0	1	0	1	0	2
sample-24166	2	0	0	1	0	0	0	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	0
sample-24167	0	0	1	1	0	2	2	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2
sample-24168	0	0	0	1	0	2	2	2	2	1	1	1	1	1	1	1	0	1	1	0	0	0	0	0
sample-24169	0	0	2	1	0	0	0	1	1	1	1	2	2	2	2	2	2	2	2	2	1	2	1	0
sample-24170	0	0	1	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	1	0	0	2	2	2
sample-24171	1	0	1	1	0	0	0	0	0	0	0	2	0	0	0	0	0	2	1	0	0	0	1	0
sample-24172	0	0	2	1	0	2	2	2	2	1	1	1	1	1	1	1	1	0	1	0	0	0	0	0
sample-24173	1	0	1	1	0	0	0	1	1	1	1	2	2	2	2	2	2	2	2	2	1	2	1	0
sample-24174	2	0	0	1	0	0	0	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	0
sample-24175	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0
sample-24176	1	0	1	0	0	0	0	1	0	2	2	1	1	1	2	2	2	1	1	2	1	1	0	0
sample-24177	1	0	0	1	0	0	0	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	0
sample-24178	1	0	0	1	0	2	2	1	1	1	1	2	2	2	2	2	2	0	2	2	2	2	2	0
sample-24179	2	0	0	1	0	0	0	0	0	1	1	1	1	2	2	2	1	2	2	2	0	0	2	0
sample-24180	0	0	1	0	0	0	0	1	1	1	1	2	2	2	2	2	2	1	1	1	1	1	1	0
sample-24181	2	0	0	0	0	0	0	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	0
sample-24182	1	0	1	1	0	0	0	0	0	0	0	1	1	1	1	1	1	2	2	2	2	2	2	0
sample-24183	1	0	1	1	0	0	0	1	1	1	1	2	2	2	2	2	2	2	1	2	2	2	1	0
sample-24184	1	0	0	1	0	0	0	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	0
sample-24185	1	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2
sample-24186	1	0	1	1	1	2	2	1	1	1	1	2	2	2	2	2	2	0	2	2	2	2	2	0
sample-24187	2	0	1	1	0	0	0	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	0
sample-24188	1	0	1	1	0	0	0	1	1	1	1	2	2	2	2	2	2	2	2	2	2	1	2	2
sample-24189	1	0	1	1	0	0	0	1	0	0	0	2	2	1	0	0	0	2	1	2	1	1	1	0
sample-24190	2	0	0	0	0	0	0	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	0
sample-24191	0	0	2	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	2
sample-24192	0	0	1	0	0	2	2	2	2	2	2	1	1	1	1	1	1	0	1	0	1	1	1	2
sample-24193	2	0	1	1	0	0	2	2	0	0	2	1	0	0	0	1	1	0	0	0	2	0	2	2
sample-24194	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
sample-24195	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	2	1	2	2	0	0	0
sample-24196	0	0	1	0	0	0	0	0	0	0	1	2	1	0	0	2	2	1	0	0	2	1	1	0
sample-24197	0	0	1	1	0	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	0	2
sample-24198	1	0	0	1	0	0	0	0	2	2	0	0	0	0	0	0	0	1	2	0	0	1	0	0
sample-24199	2	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2
sample-24200	1	0	0	1	0	0	0	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	0
sample-24201	2	0	1	0	1	0	0	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	0
sample-24202	1	0	0	1	0	0	0	1	1	1	1	2	2	2	2	2	2	2	2	2	1	1	1	0
sample-24203	2	0	0	0	1	0	0	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	0
sample-24204	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	1	0	0	2
sample-24205	1	0	2	1	0	0	0	1	2	1	1	2	2	2	2	2	2	2	2	0	2	2	2	0
sample-24206	1	0	2	1	0	0	0	1	1	1	1	0	2	2	2	2	2	2	2	2	2	2	2	0
sample-24207	1	0	1	1	0	0	0	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	0
sample-24208	0	0	1	1	0	0	0	1	1	1	2	1	1	1	1	1	1	1	1	1	1	0	1	0
sample-24209	0	0	0	1	0	0	0	0	0	1	1	0	0	0	1	1	1	0	0	2	0	0	1	0
sample-24210	0	0	0	1	1	0	0	0	0	0	0	1	1	1	1	2	1	2	2	2	2	2	2	0
sample-24211	2	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	1	1	2	2	2	2	2	0
sample-24212	2	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	2	2	2	2	0
sample-24213	0	0	2	1	0	0	0	1	1	1	1	2	2	2	1	0	0	1	1	1	0	0	2	0
sample-24214	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sample-24215	2	0	0	1	0	0	0	1	1	1	1	0	2	2	2	2	2	2	2	2	2	2	2	0
sample-24216	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
sample-24217	2	0	0	1	0	2	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0
sample-24218	0	0	2	1	0	2	0	1	1	1	1	2	2	0	0	0	0	1	0	1	0	0	0	2
sample-24219	2	0	1	1	0	0	0	2	2	0	0	0	0	0	0	0	1	0	0	0	0	2	2	0
sample-24220	2	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	0
sample-24221	1	0	1	0	1	0	0	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	0
sample-24222	2	0	1	1	1	0	0	1	1	1	0	2	2	2	2	2	2	2	2	2	0	2	0	0
sample-24223	2	0	0	1	1	0	0	1	1	1	1	2	1	1	1	1	1	2	2	2	2	2	2	0
sample-24224	1	0	1	1	0	0	0	1	1	1	1	1	1	2	2	2	2	1	2	1	1	1	1	0
sample-24225	2	0	0	1	1	0	0	2	1	1	1	0	1	1	1	1	1	2	0	2	1	0	1	0
sample-24226	0	0	1	0	0	2	2	1	1	1	1	2	2	2	2	2	2	0	1	1	1	1	1	2
sample-24227	2	0	0	1	1	0	0	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	0
sample-24228	0	0	0	1	0	2	2	1	1	2	1	2	2	2	2	2	2	0	1	2	0	1	1	2
sample-24229	1	0	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	0	2	0	2	2	2	2
sample-24230	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sample-24231	1	0	0	1	1	0	0	0	0	1	1	0	0	1	1	1	1	0	2	2	0	0	0	0
sample-24232	0	0	0	1	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2
sample-24233	2	0	2	0	1	0	0	0	0	1	1	0	0	0	2	2	2	0	0	2	2	2	2	0
sample-24234	2	0	1	1	1	0	0	1	1	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0
sample-24235	1	0	0	1	1	0	0	1	2	2	1	2	2	2	2	2	2	2	2	2	0	2	2	0
sample-24236	0	0	2	1	0	2	0	1	1	1	0	1	1	1	1	0	0	1	1	0	0	0	0	2
sample-24237	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	2	0	0
sample-24238	0	0	0	1	0	0	0	1	1	1	1	2	2	2	2	2	2	1	1	1	1	1	1	0
sample-24239	0	0	1	1	0	2	2	0	2	2	1	1	0	2	2	2	2	0	2	1	0	1	2	0
sample-24240	2	0	1	1	1	0	0	1	1	1	1	1	1	1	1	1	0	2	1	1	2	1	1	0
sample-24241	1	0	0	1	0	0	0	1	1	1	1	1	1	1	2	2	2	1	1	1	1	2	0	0
sample-24242	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
sample-24243	2	0	1	1	0	0	0	0	0	0	0	0	1	0	1	0	1	2	2	2	2	2	2	0
sample-24244	2	0	0	1	1	0	0	1	0	0	1	2	2	2	0	2	2	2	2	2	2	1	1	0
sample-24245	1	0	0	1	0	0	0	1	1	0	0	2	2	1	0	0	0	2	0	0	0	0	0	0
sample-24246	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0
sample-24247	1	0	1	0	0	0	0	1	0	0	1	1	1	0	0	2	2	1	0	0	2	1	1	0
sample-24248	1	0	0	1	1	2	2	2	1	1	1	1	1	1	1	2	2	1	0	1	1	1	1	2
sample-24249	2	0	1	1	0	0	0	1	0	1	1	1	1	1	2	2	2	1	1	2	2	2	2	0
sample-24250	0	0	0	1	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
